,product_id,quantity,estimated_stock_pct,temperature,category,unit_price,timestamp_day_of_month,timestamp_day_of_week,timestamp_hour
59,135,3.0,0.19,-0.028849840255591022,17,8.19,1,1,9
60,136,3.0,0.23,-0.028849840255591022,21,0.49,1,1,9
61,138,0.0,0.17,-0.028849840255591022,9,7.49,1,1,9
62,139,0.0,0.54,-0.028849840255591022,9,7.19,1,1,9
63,143,2.0,0.5800000000000001,-0.028849840255591022,3,16.19,1,1,9
64,144,0.0,0.44,-0.028849840255591022,9,9.49,1,1,9
65,146,2.0,0.5499999999999999,-0.028849840255591022,0,12.49,1,1,9
66,148,4.0,0.48000000000000004,-0.028849840255591022,8,7.19,1,1,9
67,150,0.0,0.97,-0.028849840255591022,1,4.99,1,1,9
68,151,4.0,0.5675,-0.028849840255591022,16,14.19,1,1,9
69,152,0.0,0.05,-0.028849840255591022,20,5.49,1,1,9
70,156,0.0,0.66,-0.028849840255591022,15,6.99,1,1,9
71,157,0.0,0.595,-0.028849840255591022,5,4.99,1,1,9
72,158,0.0,0.86,-0.028849840255591022,19,1.19,1,1,9
73,161,2.0,0.6066666666666667,-0.028849840255591022,0,7.19,1,1,9
74,163,6.0,0.62,-0.028849840255591022,10,0.19,1,1,9
75,165,0.0,0.76,-0.028849840255591022,17,7.19,1,1,9
76,168,0.0,0.47,-0.028849840255591022,12,11.49,1,1,9
77,169,1.0,0.605,-0.028849840255591022,10,4.49,1,1,9
78,170,0.0,0.3233333333333333,-0.028849840255591022,17,5.99,1,1,9
79,171,0.0,0.51,-0.028849840255591022,7,4.49,1,1,9
80,173,0.0,0.43,-0.028849840255591022,20,0.19,1,1,9
81,175,0.0,0.42,-0.028849840255591022,13,12.99,1,1,9
82,176,0.0,0.37,-0.028849840255591022,20,2.49,1,1,9
83,177,2.0,0.78,-0.028849840255591022,7,8.19,1,1,9
84,178,0.0,0.37666666666666665,-0.028849840255591022,15,14.49,1,1,9
85,179,0.0,0.22,-0.028849840255591022,13,10.19,1,1,9
86,180,0.0,0.75,-0.028849840255591022,20,2.19,1,1,9
87,183,0.0,0.19,-0.028849840255591022,0,12.99,1,1,9
88,185,0.0,0.92,-0.028849840255591022,15,4.49,1,1,9
89,186,0.0,0.15,-0.028849840255591022,11,10.19,1,1,9
90,187,0.0,0.41,-0.028849840255591022,3,15.19,1,1,9
91,188,0.0,0.52,-0.028849840255591022,8,6.49,1,1,9
92,190,0.0,0.47,-0.028849840255591022,3,19.99,1,1,9
93,191,4.0,0.99,-0.028849840255591022,21,1.49,1,1,9
94,194,0.0,0.86,-0.028849840255591022,5,5.49,1,1,9
95,196,0.0,0.56,-0.028849840255591022,14,8.49,1,1,9
96,197,0.0,0.52,-0.028849840255591022,5,13.99,1,1,9
97,199,3.0,0.36,-0.028849840255591022,2,2.19,1,1,9
98,200,0.0,0.7849999999999999,-0.028849840255591022,17,8.19,1,1,9
99,202,0.0,0.33,-0.028849840255591022,13,22.19,1,1,9
100,203,0.0,0.81,-0.028849840255591022,13,23.99,1,1,9
101,207,3.0,0.8,-0.028849840255591022,9,11.99,1,1,9
102,208,0.0,0.54,-0.028849840255591022,5,9.99,1,1,9
103,209,0.0,0.65,-0.028849840255591022,0,9.99,1,1,9
104,211,2.0,0.68,-0.028849840255591022,3,13.19,1,1,9
105,215,0.0,0.5,-0.028849840255591022,8,7.19,1,1,9
106,216,0.0,0.85,-0.028849840255591022,1,9.99,1,1,9
107,219,0.0,0.345,-0.028849840255591022,19,2.99,1,1,9
108,221,0.0,0.05,-0.028849840255591022,6,14.19,1,1,9
109,222,0.0,0.175,-0.028849840255591022,14,3.49,1,1,9
110,223,3.0,0.12,-0.028849840255591022,21,4.99,1,1,9
111,224,0.0,0.74,-0.028849840255591022,15,7.49,1,1,9
112,225,4.0,0.01,-0.028849840255591022,10,3.99,1,1,9
113,226,3.0,0.63,-0.028849840255591022,5,6.49,1,1,9
114,227,6.0,0.11,-0.028849840255591022,4,7.49,1,1,9
115,228,0.0,0.32,-0.028849840255591022,4,8.99,1,1,9
116,230,1.0,0.41500000000000004,-0.028849840255591022,4,8.19,1,1,9
117,234,4.0,0.69,-0.028849840255591022,17,8.99,1,1,9
118,237,0.0,0.59,-0.028849840255591022,16,8.99,1,1,9
119,238,0.0,0.28500000000000003,-0.028849840255591022,20,0.49,1,1,9
120,239,2.0,0.18,-0.028849840255591022,0,15.99,1,1,9
121,243,10.0,0.32,-0.028849840255591022,21,1.99,1,1,9
122,244,4.0,0.91,-0.028849840255591022,8,8.19,1,1,9
123,247,0.0,0.95,-0.028849840255591022,4,2.49,1,1,9
124,248,0.0,0.33,-0.028849840255591022,19,1.19,1,1,9
125,249,0.0,0.3866666666666667,-0.028849840255591022,14,5.49,1,1,9
126,250,0.0,0.125,-0.028849840255591022,16,11.99,1,1,9
127,251,0.0,0.27,-0.028849840255591022,12,12.19,1,1,9
128,252,0.0,0.54,-0.028849840255591022,21,1.19,1,1,9
129,255,0.0,0.385,-0.028849840255591022,13,21.99,1,1,9
130,256,0.0,0.64,-0.028849840255591022,19,0.19,1,1,9
131,257,0.0,0.43,-0.028849840255591022,20,5.19,1,1,9
132,259,1.0,0.01,-0.028849840255591022,18,10.19,1,1,9
133,260,6.0,0.34,-0.028849840255591022,17,6.99,1,1,9
134,261,5.0,0.26,-0.028849840255591022,21,4.19,1,1,9
135,262,2.0,0.555,-0.028849840255591022,4,2.99,1,1,9
136,263,3.0,0.76,-0.028849840255591022,5,5.99,1,1,9
137,269,3.0,0.38,-0.028849840255591022,1,7.99,1,1,9
138,274,0.0,0.65,-0.028849840255591022,14,2.19,1,1,9
139,281,0.0,0.62,-0.028849840255591022,19,0.49,1,1,9
140,284,1.0,0.35000000000000003,-0.028849840255591022,17,3.19,1,1,9
141,286,8.0,0.47000000000000003,-0.028849840255591022,14,2.99,1,1,9
142,287,4.0,0.5625,-0.028849840255591022,10,4.99,1,1,9
143,288,1.0,0.8,-0.028849840255591022,12,19.99,1,1,9
144,289,1.0,0.11,-0.028849840255591022,14,6.99,1,1,9
145,291,0.0,0.12,-0.028849840255591022,3,5.19,1,1,9
146,293,0.0,0.53,-0.028849840255591022,4,8.99,1,1,9
147,294,0.0,0.97,-0.028849840255591022,7,8.49,1,1,9
148,296,6.0,0.645,-0.028849840255591022,13,15.49,1,1,9
149,297,0.0,0.62,-0.028849840255591022,20,0.19,1,1,9
150,3,0.0,0.38,1.2843137254901962,7,7.99,1,1,10
151,4,0.0,0.34,1.2843137254901962,3,20.19,1,1,10
152,6,0.0,0.28500000000000003,1.2843137254901962,16,8.19,1,1,10
153,9,0.0,0.595,1.2843137254901962,12,12.49,1,1,10
154,10,0.0,0.62,1.2843137254901962,18,12.49,1,1,10
155,11,0.0,0.65,1.2843137254901962,17,10.99,1,1,10
156,14,0.0,0.655,1.2843137254901962,19,1.99,1,1,10
157,15,0.0,0.49666666666666665,1.2843137254901962,9,13.49,1,1,10
158,16,0.0,0.355,1.2843137254901962,16,11.19,1,1,10
159,18,4.0,0.495,1.2843137254901962,10,3.99,1,1,10
160,19,0.0,0.71,1.2843137254901962,6,16.99,1,1,10
161,21,0.0,0.49,1.2843137254901962,2,2.99,1,1,10
162,24,0.0,0.71,1.2843137254901962,13,19.99,1,1,10
163,26,0.0,0.27,1.2843137254901962,13,20.49,1,1,10
164,29,2.0,0.17,1.2843137254901962,2,8.19,1,1,10
165,30,3.0,0.4,1.2843137254901962,10,1.49,1,1,10
166,32,0.0,0.22,1.2843137254901962,15,16.99,1,1,10
167,34,0.0,0.49,1.2843137254901962,17,4.49,1,1,10
168,37,0.0,0.47,1.2843137254901962,9,12.49,1,1,10
169,39,0.0,0.94,1.2843137254901962,0,10.19,1,1,10
170,41,0.0,0.78,1.2843137254901962,6,16.49,1,1,10
171,42,0.0,0.61,1.2843137254901962,19,0.49,1,1,10
172,44,0.0,0.855,1.2843137254901962,8,8.19,1,1,10
173,47,0.0,0.64,1.2843137254901962,6,13.49,1,1,10
174,48,0.0,0.71,1.2843137254901962,20,3.49,1,1,10
175,49,0.0,0.04,1.2843137254901962,2,8.19,1,1,10
176,50,0.0,0.1,1.2843137254901962,5,9.99,1,1,10
177,52,0.0,0.845,1.2843137254901962,11,10.49,1,1,10
178,54,0.0,0.18,1.2843137254901962,11,19.19,1,1,10
179,55,0.0,0.48,1.2843137254901962,1,4.99,1,1,10
180,56,0.0,0.515,1.2843137254901962,6,10.99,1,1,10
181,57,0.0,0.85,1.2843137254901962,17,3.49,1,1,10
182,61,0.0,0.735,1.2843137254901962,14,6.19,1,1,10
183,62,2.0,0.92,1.2843137254901962,17,5.99,1,1,10
184,64,0.0,0.99,1.2843137254901962,6,7.49,1,1,10
185,66,4.0,0.3,1.2843137254901962,3,16.49,1,1,10
186,68,2.0,0.92,1.2843137254901962,1,5.49,1,1,10
187,69,3.0,0.29,1.2843137254901962,15,5.49,1,1,10
188,71,0.0,0.8,1.2843137254901962,6,9.49,1,1,10
189,72,0.0,0.55,1.2843137254901962,12,16.19,1,1,10
190,73,0.0,0.46499999999999997,1.2843137254901962,3,5.19,1,1,10
191,74,0.0,0.53,1.2843137254901962,18,18.49,1,1,10
192,75,0.0,0.02,1.2843137254901962,4,7.19,1,1,10
193,77,2.0,0.01,1.2843137254901962,19,3.19,1,1,10
194,84,0.0,0.51,1.2843137254901962,18,19.19,1,1,10
195,86,0.0,0.23,1.2843137254901962,11,15.49,1,1,10
196,88,0.0,0.62,1.2843137254901962,2,3.99,1,1,10
197,89,0.0,0.43,1.2843137254901962,12,11.99,1,1,10
198,90,3.0,0.07,1.2843137254901962,10,3.99,1,1,10
199,91,0.0,0.1,1.2843137254901962,0,12.19,1,1,10
200,92,0.0,0.63,1.2843137254901962,17,6.49,1,1,10
201,93,0.0,0.84,1.2843137254901962,15,3.49,1,1,10
202,94,0.0,0.34,1.2843137254901962,1,4.19,1,1,10
203,96,0.0,0.43,1.2843137254901962,19,3.99,1,1,10
204,97,0.0,0.045,1.2843137254901962,0,15.19,1,1,10
205,98,0.0,0.475,1.2843137254901962,5,10.99,1,1,10
206,100,0.0,0.99,1.2843137254901962,18,12.99,1,1,10
207,102,0.0,0.4466666666666667,1.2843137254901962,9,5.49,1,1,10
208,107,5.0,0.5433333333333333,1.2843137254901962,8,9.49,1,1,10
209,108,0.0,0.32,1.2843137254901962,5,11.19,1,1,10
210,110,0.0,0.52,1.2843137254901962,9,8.99,1,1,10
211,112,0.0,0.4,1.2843137254901962,3,10.49,1,1,10
212,116,0.0,0.66,1.2843137254901962,15,9.99,1,1,10
213,118,2.0,0.11,1.2843137254901962,1,4.19,1,1,10
214,124,0.0,0.79,1.2843137254901962,18,19.49,1,1,10
215,129,0.0,0.25,1.2843137254901962,17,8.99,1,1,10
216,130,4.0,0.9,1.2843137254901962,21,2.49,1,1,10
217,131,3.0,0.45999999999999996,1.2843137254901962,11,17.19,1,1,10
218,134,0.0,0.82,1.2843137254901962,2,6.99,1,1,10
219,139,0.0,0.91,1.2843137254901962,9,7.19,1,1,10
220,145,0.0,0.6599999999999999,1.2843137254901962,13,20.99,1,1,10
221,146,2.0,0.88,1.2843137254901962,0,12.49,1,1,10
222,147,0.0,0.26,1.2843137254901962,5,6.49,1,1,10
223,149,1.0,0.65,1.2843137254901962,6,16.99,1,1,10
224,152,0.0,0.03,1.2843137254901962,20,5.49,1,1,10
225,157,0.0,0.26,1.2843137254901962,5,4.99,1,1,10
226,158,0.0,0.63,1.2843137254901962,19,1.19,1,1,10
227,159,0.0,0.68,1.2843137254901962,13,11.49,1,1,10
228,160,1.0,0.69,1.2843137254901962,9,7.19,1,1,10
229,162,4.0,0.02,1.2843137254901962,15,10.99,1,1,10
230,163,7.0,0.36,1.2843137254901962,10,0.19,1,1,10
231,166,2.0,0.25,1.2843137254901962,7,3.99,1,1,10
232,168,1.0,0.14500000000000002,1.2843137254901962,12,11.49,1,1,10
233,169,0.0,0.43,1.2843137254901962,10,4.49,1,1,10
234,171,0.0,0.41,1.2843137254901962,7,4.49,1,1,10
235,175,0.0,0.71,1.2843137254901962,13,12.99,1,1,10
236,180,0.0,0.79,1.2843137254901962,20,2.19,1,1,10
237,182,4.0,0.37,1.2843137254901962,21,1.49,1,1,10
238,185,0.0,0.54,1.2843137254901962,15,4.49,1,1,10
239,186,0.0,0.28,1.2843137254901962,11,10.19,1,1,10
240,191,0.0,0.53,1.2843137254901962,21,1.49,1,1,10
241,192,1.0,0.485,1.2843137254901962,18,17.99,1,1,10
242,193,0.0,0.55,1.2843137254901962,4,7.49,1,1,10
243,194,3.0,0.95,1.2843137254901962,5,5.49,1,1,10
244,195,0.0,0.2,1.2843137254901962,16,9.49,1,1,10
245,199,2.0,0.73,1.2843137254901962,2,2.19,1,1,10
246,200,0.0,0.755,1.2843137254901962,17,8.19,1,1,10
247,201,4.0,0.28,1.2843137254901962,1,5.99,1,1,10
248,203,0.0,0.37,1.2843137254901962,13,23.99,1,1,10
249,205,0.0,0.4425,1.2843137254901962,12,18.49,1,1,10
250,209,0.0,0.26666666666666666,1.2843137254901962,0,9.99,1,1,10
251,210,3.0,0.56,1.2843137254901962,21,1.99,1,1,10
252,211,0.0,0.59,1.2843137254901962,3,13.19,1,1,10
253,213,0.0,0.87,1.2843137254901962,7,5.19,1,1,10
254,215,3.0,0.51,1.2843137254901962,8,7.19,1,1,10
255,216,0.0,0.68,1.2843137254901962,1,9.99,1,1,10
256,217,0.0,0.77,1.2843137254901962,9,13.99,1,1,10
257,218,0.0,0.01,1.2843137254901962,2,2.49,1,1,10
258,222,2.0,0.28500000000000003,1.2843137254901962,14,3.49,1,1,10
259,224,0.0,0.2,1.2843137254901962,15,7.49,1,1,10
260,226,1.0,0.96,1.2843137254901962,5,6.49,1,1,10
261,227,6.0,0.545,1.2843137254901962,4,7.49,1,1,10
262,228,0.0,0.71,1.2843137254901962,4,8.99,1,1,10
263,230,5.0,0.91,1.2843137254901962,4,8.19,1,1,10
264,234,0.0,0.63,1.2843137254901962,17,8.99,1,1,10
265,235,0.0,0.86,1.2843137254901962,18,18.19,1,1,10
266,238,0.0,0.55,1.2843137254901962,20,0.49,1,1,10
267,239,0.0,0.72,1.2843137254901962,0,15.99,1,1,10
268,242,4.0,0.05,1.2843137254901962,8,9.19,1,1,10
269,243,1.0,0.45,1.2843137254901962,21,1.99,1,1,10
270,245,0.0,0.57,1.2843137254901962,13,14.99,1,1,10
271,246,0.0,0.44,1.2843137254901962,0,13.49,1,1,10
272,249,1.0,0.5,1.2843137254901962,14,5.49,1,1,10
273,251,0.0,0.58,1.2843137254901962,12,12.19,1,1,10
274,252,13.0,0.98,1.2843137254901962,21,1.19,1,1,10
275,255,0.0,0.94,1.2843137254901962,13,21.99,1,1,10
276,258,4.0,0.195,1.2843137254901962,11,18.99,1,1,10
277,259,2.0,0.25,1.2843137254901962,18,10.19,1,1,10
278,261,4.0,0.45999999999999996,1.2843137254901962,21,4.19,1,1,10
279,262,0.0,0.3433333333333333,1.2843137254901962,4,2.99,1,1,10
280,266,4.0,0.74,1.2843137254901962,7,9.19,1,1,10
281,268,0.0,0.36,1.2843137254901962,4,3.49,1,1,10
282,270,1.0,0.625,1.2843137254901962,9,11.19,1,1,10
283,274,0.0,0.88,1.2843137254901962,14,2.19,1,1,10
284,277,0.0,0.52,1.2843137254901962,4,8.49,1,1,10
285,278,1.0,0.12,1.2843137254901962,3,8.19,1,1,10
286,280,0.0,0.19,1.2843137254901962,20,4.99,1,1,10
287,281,0.0,0.98,1.2843137254901962,19,0.49,1,1,10
288,283,0.0,0.45,1.2843137254901962,12,8.99,1,1,10
289,285,0.0,0.26,1.2843137254901962,7,5.49,1,1,10
290,287,1.0,0.54,1.2843137254901962,10,4.99,1,1,10
291,289,1.0,0.7050000000000001,1.2843137254901962,14,6.99,1,1,10
292,296,0.0,0.83,1.2843137254901962,13,15.49,1,1,10
293,298,3.0,0.5,1.2843137254901962,2,7.99,1,1,10
294,299,0.0,0.68,1.2843137254901962,19,3.19,1,1,10
295,0,0.0,0.45999999999999996,-0.56,11,11.19,1,1,11
296,1,8.0,0.94,-0.56,21,1.49,1,1,11
297,2,0.0,0.93,-0.56,0,14.19,1,1,11
298,6,0.0,0.35,-0.56,16,8.19,1,1,11
299,7,4.0,0.13,-0.56,4,2.49,1,1,11
300,8,4.0,0.65,-0.56,10,0.49,1,1,11
301,10,0.0,0.37,-0.56,18,12.49,1,1,11
302,13,0.0,0.09,-0.56,3,15.99,1,1,11
303,14,4.0,0.43,-0.56,19,1.99,1,1,11
304,16,0.0,0.5566666666666666,-0.56,16,11.19,1,1,11
305,17,0.0,0.4,-0.56,12,16.19,1,1,11
306,18,1.0,0.07,-0.56,10,3.99,1,1,11
307,26,0.0,0.48,-0.56,13,20.49,1,1,11
308,30,2.0,0.55,-0.56,10,1.49,1,1,11
309,31,0.0,0.85,-0.56,18,20.49,1,1,11
310,33,0.0,0.45,-0.56,2,7.49,1,1,11
311,36,0.0,0.555,-0.56,16,8.49,1,1,11
312,38,0.0,0.57,-0.56,11,18.19,1,1,11
313,39,2.0,0.45,-0.56,0,10.19,1,1,11
314,43,0.0,0.48,-0.56,3,16.19,1,1,11
315,44,4.0,0.8433333333333333,-0.56,8,8.19,1,1,11
316,45,0.0,0.82,-0.56,11,18.49,1,1,11
317,49,0.0,0.72,-0.56,2,8.19,1,1,11
318,50,0.0,0.13,-0.56,5,9.99,1,1,11
319,51,0.0,0.67,-0.56,7,3.19,1,1,11
320,52,10.0,0.16,-0.56,11,10.49,1,1,11
321,53,0.0,0.575,-0.56,19,4.19,1,1,11
322,57,0.0,0.36,-0.56,17,3.49,1,1,11
323,58,0.0,0.98,-0.56,16,14.49,1,1,11
324,59,0.0,0.4,-0.56,2,7.99,1,1,11
325,60,0.0,0.835,-0.56,9,4.99,1,1,11
326,65,4.0,0.38,-0.56,11,16.19,1,1,11
327,66,0.0,0.28,-0.56,3,16.49,1,1,11
328,68,0.0,0.22,-0.56,1,5.49,1,1,11
329,72,4.0,0.51,-0.56,12,16.19,1,1,11
330,74,0.0,0.62,-0.56,18,18.49,1,1,11
331,75,0.0,1.0,-0.56,4,7.19,1,1,11
332,78,1.0,0.08,-0.56,6,17.19,1,1,11
333,81,3.0,0.555,-0.56,10,0.49,1,1,11
334,85,0.0,0.535,-0.56,1,7.49,1,1,11
335,89,0.0,0.5,-0.56,12,11.99,1,1,11
336,90,0.0,0.085,-0.56,10,3.99,1,1,11
337,91,3.0,0.81,-0.56,0,12.19,1,1,11
338,92,4.0,0.01,-0.56,17,6.49,1,1,11
339,95,0.0,0.05,-0.56,14,7.19,1,1,11
340,96,0.0,0.07,-0.56,19,3.99,1,1,11
341,98,3.0,0.795,-0.56,5,10.99,1,1,11
342,100,3.0,1.0,-0.56,18,12.99,1,1,11
343,101,0.0,0.75,-0.56,7,5.49,1,1,11
344,112,0.0,0.12,-0.56,3,10.49,1,1,11
345,113,3.0,0.5,-0.56,21,4.49,1,1,11
346,116,0.0,0.74,-0.56,15,9.99,1,1,11
347,117,3.0,0.635,-0.56,18,16.49,1,1,11
348,120,0.0,0.95,-0.56,6,8.49,1,1,11
349,121,0.0,0.87,-0.56,9,8.19,1,1,11
350,124,3.0,0.32,-0.56,18,19.49,1,1,11
351,126,2.0,0.4325,-0.56,15,8.49,1,1,11
352,128,0.0,0.29,-0.56,1,10.19,1,1,11
353,130,6.0,0.48666666666666664,-0.56,21,2.49,1,1,11
354,132,0.0,0.6499999999999999,-0.56,7,4.99,1,1,11
355,134,0.0,0.35,-0.56,2,6.99,1,1,11
356,136,4.0,0.43,-0.56,21,0.49,1,1,11
357,137,0.0,0.02,-0.56,1,10.19,1,1,11
358,139,3.0,0.03,-0.56,9,7.19,1,1,11
359,142,0.0,0.44,-0.56,6,15.49,1,1,11
360,145,0.0,0.485,-0.56,13,20.99,1,1,11
361,147,0.0,0.69,-0.56,5,6.49,1,1,11
362,148,0.0,0.74,-0.56,8,7.19,1,1,11
363,152,0.0,0.33,-0.56,20,5.49,1,1,11
364,153,0.0,0.92,-0.56,18,10.19,1,1,11
365,156,0.0,0.19,-0.56,15,6.99,1,1,11
366,158,0.0,0.51,-0.56,19,1.19,1,1,11
367,161,0.0,0.3,-0.56,0,7.19,1,1,11
368,163,0.0,0.42,-0.56,10,0.19,1,1,11
369,164,0.0,0.6025,-0.56,4,8.99,1,1,11
370,165,1.0,0.46,-0.56,17,7.19,1,1,11
371,166,0.0,0.22,-0.56,7,3.99,1,1,11
372,168,0.0,0.36,-0.56,12,11.49,1,1,11
373,171,0.0,0.32,-0.56,7,4.49,1,1,11
374,174,4.0,0.225,-0.56,20,4.19,1,1,11
375,175,0.0,0.48,-0.56,13,12.99,1,1,11
376,176,0.0,0.475,-0.56,20,2.49,1,1,11
377,178,0.0,0.07,-0.56,15,14.49,1,1,11
378,179,0.0,0.8133333333333334,-0.56,13,10.19,1,1,11
379,181,2.0,0.11,-0.56,16,9.49,1,1,11
380,183,0.0,0.52,-0.56,0,12.99,1,1,11
381,184,0.0,0.71,-0.56,3,7.99,1,1,11
382,186,0.0,0.73,-0.56,11,10.19,1,1,11
383,187,0.0,0.6233333333333334,-0.56,3,15.19,1,1,11
384,188,0.0,0.3,-0.56,8,6.49,1,1,11
385,189,0.0,0.1,-0.56,14,2.99,1,1,11
386,191,3.0,0.66,-0.56,21,1.49,1,1,11
387,192,0.0,0.56,-0.56,18,17.99,1,1,11
388,197,0.0,0.84,-0.56,5,13.99,1,1,11
389,198,0.0,0.62,-0.56,14,4.99,1,1,11
390,199,0.0,0.36,-0.56,2,2.19,1,1,11
391,201,0.0,0.83,-0.56,1,5.99,1,1,11
392,203,0.0,0.48,-0.56,13,23.99,1,1,11
393,204,7.0,0.82,-0.56,2,2.49,1,1,11
394,206,0.0,0.79,-0.56,19,1.99,1,1,11
395,207,0.0,0.13,-0.56,9,11.99,1,1,11
396,209,0.0,0.625,-0.56,0,9.99,1,1,11
397,210,0.0,0.86,-0.56,21,1.99,1,1,11
398,217,0.0,0.01,-0.56,9,13.99,1,1,11
399,219,0.0,0.255,-0.56,19,2.99,1,1,11
400,222,0.0,0.53,-0.56,14,3.49,1,1,11
401,225,4.0,0.24333333333333332,-0.56,10,3.99,1,1,11
402,227,3.0,0.43,-0.56,4,7.49,1,1,11
403,228,0.0,0.585,-0.56,4,8.99,1,1,11
404,229,0.0,0.86,-0.56,18,18.49,1,1,11
405,230,1.0,0.030000000000000002,-0.56,4,8.19,1,1,11
406,235,0.0,0.43,-0.56,18,18.19,1,1,11
407,238,0.0,0.48,-0.56,20,0.49,1,1,11
408,240,0.0,0.19,-0.56,6,14.19,1,1,11
409,241,1.0,0.85,-0.56,7,9.19,1,1,11
410,242,0.0,0.26,-0.56,8,9.19,1,1,11
411,243,1.0,0.6599999999999999,-0.56,21,1.99,1,1,11
412,244,0.0,0.13,-0.56,8,8.19,1,1,11
413,248,0.0,0.69,-0.56,19,1.19,1,1,11
414,250,0.0,0.14,-0.56,16,11.99,1,1,11
415,251,3.0,0.6125,-0.56,12,12.19,1,1,11
416,252,0.0,0.63,-0.56,21,1.19,1,1,11
417,258,2.0,0.39,-0.56,11,18.99,1,1,11
418,259,0.0,0.5033333333333333,-0.56,18,10.19,1,1,11
419,261,1.0,0.29,-0.56,21,4.19,1,1,11
420,263,0.0,0.51,-0.56,5,5.99,1,1,11
421,266,0.0,0.82,-0.56,7,9.19,1,1,11
422,271,0.0,0.7,-0.56,0,8.19,1,1,11
423,274,0.0,0.72,-0.56,14,2.19,1,1,11
424,278,0.0,0.77,-0.56,3,8.19,1,1,11
